threshold,quality,fallback_quality,quality_retention,quality_retention_lcb,quality_loss_rate,quality_loss_rate_ucl,routed_safety_precision,routed_safety_precision_lcb,safe_opportunity_recall,routed_fraction,macro_dataset_quality_retention,macro_dataset_quality_retention_lcb,macro_dataset_count,guarded_dataset_quality_retention,guarded_dataset_quality_retention_lcb,guarded_dataset_count,mean_resource,fallback_resource,resource_savings,conservative_resource_savings,fallback_usage,passes_quality_gate,passes_nominal_savings_gate,passes_conservative_savings_gate,passes_macro_gate,passes_harm_gate,passes_precision_gate,passes_guarded_dataset_gate,gate_pass_count,passes_base_gates,feasible_block_size,passes_stability_gate,is_feasible
0.5,0.3626112759643917,0.42433234421364985,0.8545454545454545,0.8035246065798289,0.17863501483679525,0.1944954849435215,0.8213649851632048,0.8055045150564785,0.9039843239712606,1.0,0.9426055069955502,0.723210912067586,6.0,0.5662100456621004,0.4029281609746722,6.0,0.4879167883943291,2.33217971407847,0.7907893695117219,0.7839288347495789,0.0,False,True,True,False,False,False,False,2,False,0,False,False
0.6,0.3626112759643917,0.42433234421364985,0.8545454545454545,0.8035246065798289,0.17863501483679525,0.1944954849435215,0.8213649851632048,0.8055045150564785,0.9039843239712606,1.0,0.9426055069955502,0.723210912067586,6.0,0.5662100456621004,0.4029281609746722,6.0,0.4879167883943291,2.33217971407847,0.7907893695117219,0.7839288347495789,0.0,False,True,True,False,False,False,False,2,False,0,False,False
0.7,0.3626112759643917,0.42433234421364985,0.8545454545454545,0.8035246065798289,0.17863501483679525,0.1944954849435215,0.8213649851632048,0.8055045150564785,0.9039843239712606,1.0,0.9426055069955502,0.723210912067586,6.0,0.5662100456621004,0.4029281609746722,6.0,0.4879167883943291,2.33217971407847,0.7907893695117219,0.7839288347495789,0.0,False,True,True,False,False,False,False,2,False,0,False,False
0.75,0.37210682492581604,0.42433234421364985,0.8769230769230769,0.8263283433628174,0.17091988130563798,0.18652874521501964,0.829080118694362,0.8134712547849804,0.9124755062050947,1.0,0.9637695281595714,0.76166960033878,6.0,0.5662100456621004,0.46295934996358695,6.0,0.5230203891196835,2.33217971407847,0.7757375274459293,0.7688769926837863,0.0,False,True,True,False,False,False,False,2,False,0,False,False
0.8,0.3839762611275964,0.42433234421364985,0.9048951048951048,0.8545179302852444,0.1632047477744807,0.17855086903679832,0.8367952522255193,0.8214491309632016,0.9209666884389288,1.0,0.9894793426017802,0.7956450588510512,6.0,0.5662100456621004,0.46295934996358695,6.0,0.5998496525552259,2.33217971407847,0.7427944129115931,0.7359338781494501,0.0,False,True,True,False,False,False,False,2,False,0,False,False
0.85,0.4077151335311573,0.42433234421364985,0.9608391608391609,0.9220908079420328,0.09258160237388724,0.10485809270179426,0.8675721561969439,0.8504825004121049,0.6675375571521881,0.6991097922848665,1.012093321917808,0.8660917549941154,6.0,0.817351598173516,0.4847958201912978,6.0,1.1621348834817011,2.33217971407847,0.5016958270984262,0.4948352923362831,0.30089020771513353,False,True,True,False,False,False,False,2,False,0,False,False
0.855,0.4124629080118694,0.42433234421364985,0.972027972027972,0.9342323930570666,0.08605341246290801,0.09796513987507266,0.8762798634812287,0.8595877608987452,0.6708033964728936,0.6955489614243323,1.0198047469558598,0.8776868811799559,6.0,0.8401826484018264,0.4847958201912978,6.0,1.2036956795911637,2.33217971407847,0.48387524669521953,0.47701471193307654,0.30445103857566763,False,True,True,False,False,False,False,2,False,0,False,False
0.86,0.4136498516320475,0.42433234421364985,0.9748251748251748,0.9374490845337186,0.08367952522255193,0.09545394706762908,0.8777103209019947,0.8609498075266078,0.6610058785107773,0.684272997032641,1.0224089136225265,0.880966712287149,6.0,0.8401826484018264,0.4847958201912978,6.0,1.2307011841740851,2.33217971407847,0.4722957340101981,0.4654351992480552,0.31572700296735906,False,True,True,False,False,False,False,2,False,0,False,False
0.865,0.41602373887240357,0.42433234421364985,0.9804195804195804,0.9438979515870385,0.07893175074183977,0.09042354027591996,0.8799638989169675,0.862971237463007,0.6368386675375571,0.657566765578635,1.026535150304414,0.886703771782279,6.0,0.8493150684931507,0.4847958201912978,6.0,1.2486580386416088,2.33217971407847,0.4645961324918738,0.4577355977297307,0.342433234421365,False,True,True,False,False,False,False,2,False,0,False,False
0.87,0.4201780415430267,0.42433234421364985,0.9902097902097902,0.955541275725832,0.06943620178041543,0.08032740322984575,0.8850687622789783,0.8675959521497731,0.5885042455911169,0.6041543026706232,1.0318623953576864,0.8954516894336058,6.0,0.8812785388127854,0.5306342780916738,6.0,1.2955445124299374,2.33217971407847,0.44449198978567794,0.43763145502353507,0.39584569732937686,False,True,True,False,False,False,False,2,False,0,False,False
