source,overhead_ms,break_even_ms,below_break_even
frozen nominal assumption,4.0,838.692677492197,True
frozen conservative assumption,20.0,838.692677492197,True
measured ModernBERT p50,45.992098500391876,838.692677492197,True
measured ModernBERT p95,69.47792660066625,838.692677492197,True
