source,overhead_ms,break_even_ms,below_break_even
frozen nominal assumption,4.0,52.13631768667071,True
frozen conservative assumption,20.0,52.13631768667071,True
measured ModernBERT p50,42.55470299995068,52.13631768667071,True
measured ModernBERT p95,67.22956660055387,52.13631768667071,False
