candidate,validation_examples,safe_prevalence,constant_brier,raw_brier,calibrated_brier,raw_brier_skill,calibrated_brier_skill,raw_ece,calibrated_ece,safe_roc_auc,safe_average_precision,unsafe_average_precision
Fin-R1,2804,0.7578459343794579,0.18351547412398428,0.18732160899368067,0.15973388552207948,-0.020740130432406634,0.1295890099482172,0.13255736551721836,0.021486257068738482,0.7153273845620722,0.8709146505532561,0.4445823457482053
