split,model,is_fallback,mean_quality,mean_resource,relative_resource_vs_fallback,safe_rate,candidate_better_rate,candidate_equal_rate,candidate_worse_rate,both_zero_rate,faster_than_fallback_rate,oracle_selection_rate
train,Qwen2.5-1.5B,False,0.3435722411831627,0.5179755274512283,0.20715019258155185,0.8033750474023511,0.09025407660219947,0.7131209708001517,0.19662495259764884,0.45980280621918845,1.0,0.8033750474023511
train,Qwen2.5-3B,False,0.375616230565036,1.024217129756036,0.40960772165875037,0.844899507015548,0.080773606370876,0.764125900644672,0.15510049298445203,0.46928327645051193,1.0,0.09973454683352294
train,Qwen2.5-7B,True,0.4499431171786121,2.5004829635739263,1.0,1.0,0.0,1.0,0.0,0.550056882821388,0.0,0.0968904057641259
validation,Qwen2.5-1.5B,False,0.3626112759643917,0.4839167883943291,0.20749549679774246,0.8213649851632048,0.1169139465875371,0.7044510385756677,0.17863501483679525,0.45875370919881303,1.0,0.8213649851632048
validation,Qwen2.5-3B,False,0.41899109792284867,0.9558784909990109,0.4098648509927176,0.8706231454005935,0.12403560830860534,0.7465875370919881,0.12937685459940654,0.4516320474777448,1.0,0.08724035608308606
validation,Qwen2.5-7B,True,0.42433234421364985,2.33217971407847,1.0,1.0,0.0,1.0,0.0,0.5756676557863502,0.0,0.0913946587537092
test,Qwen2.5-1.5B,False,0.34787806335923493,0.494807859600186,0.20737977967337265,0.7943813508667065,0.12671846981470414,0.6676628810520024,0.20561864913329347,0.4465032875074716,1.0,0.7943813508667065
test,Qwen2.5-3B,False,0.3783622235505081,0.9777313546523213,0.40977868272218193,0.8362223550508069,0.11536162582187687,0.7208607292289301,0.16377764494919306,0.45786013150029886,1.0,0.10340705319784818
test,Qwen2.5-7B,True,0.42677824267782427,2.385998578933387,1.0,1.0,0.0,1.0,0.0,0.5732217573221757,0.0,0.1022115959354453
