setup,router_active,selected_threshold,diagnostic_threshold,validation_total_loss,best_epoch,epochs_completed,dataset_balanced_sampling,training_minutes,calibrated_brier,calibrated_ece,safe_roc_auc,unsafe_average_precision,quality_retention_lcb,macro_quality_retention_lcb,quality_loss_rate_ucl,routed_safety_precision_lcb,guarded_dataset_retention_lcb,safe_opportunity_recall,routed_fraction,nominal_resource_savings,conservative_resource_savings,feasible_block_size,gate_pass_count,failure_reasons,max_input_tokens,input_truncation_strategy,pooling_strategy,truncation_rate,selected_for_test
qwen15_last_token_1024,True,0.94,0.94,0.26386259058510564,3,5,False,293.18831978813336,0.12673117189943042,0.007316614258536948,0.5981010211758483,0.19075201486839152,0.9918219891428799,0.9896685405197209,0.00444645478557113,0.9503640960242001,0.9442983712286197,0.09470934030045722,0.08783382789317508,0.0988865224449762,0.09202598768283321,5,7,,1024,prefix_with_last,last_nonpadding_token,0.08955050973123262,True
