strategy,dataset,prompts,quality,fallback_quality,quality_retention,quality_retention_lcb,quality_loss_rate,quality_loss_rate_ucl,routed_safety_precision,routed_safety_precision_lcb,safe_opportunity_recall,routed_fraction,macro_dataset_quality_retention,macro_dataset_quality_retention_lcb,macro_dataset_count,guarded_dataset_quality_retention,guarded_dataset_quality_retention_lcb,guarded_dataset_count,mean_resource,fallback_resource,resource_savings,conservative_resource_savings,fallback_usage
best_single,aime,11,0.9090909090909091,0.9090909090909091,1.0,1.0,0.0,0.1974050473195177,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2896692929292926,1.2896692929292926,0.0,0.0,1.0
best_single,arcc,259,0.9420849420849421,0.9420849420849421,1.0,1.0,0.0,0.01033812053954439,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9002306306306305,0.9002306306306305,0.0,0.0,1.0
best_single,bbh,203,0.8423645320197044,0.8423645320197044,1.0,1.0,0.0,0.01315250628964781,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2468586754241926,2.2468586754241926,0.0,0.0,1.0
best_single,emorynlp,152,0.29605263157894735,0.29605263157894735,1.0,1.0,0.0,0.017488342005651566,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8437114912280699,1.8437114912280699,0.0,0.0,1.0
best_single,finqa,223,0.7219730941704036,0.7219730941704036,1.0,1.0,0.0,0.011987049199993046,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.338614040857,4.338614040857,0.0,0.0,1.0
best_single,gpqa,39,0.7692307692307693,0.7692307692307693,1.0,1.0,0.0,0.0648725140597522,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.3295137321937318,1.3295137321937318,0.0,0.0,1.0
best_single,humaneval,31,0.5806451612903226,0.5806451612903226,1.0,1.0,0.0,0.08026998460298293,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.755689534050179,1.755689534050179,0.0,0.0,1.0
best_single,kandk,138,0.7681159420289855,0.7681159420289855,1.0,1.0,0.0,0.019228406981549255,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.336871030595813,1.336871030595813,0.0,0.0,1.0
best_single,korbench,246,0.5691056910569106,0.5691056910569106,1.0,1.0,0.0,0.010878500802676253,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.57023,3.57023,0.0,0.0,1.0
best_single,livecodebench,222,0.6846846846846847,0.6846846846846847,1.0,1.0,0.0,0.012040394787359219,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.652568578578579,2.652568578578579,0.0,0.0,1.0
best_single,livemathbench,18,0.7222222222222222,0.7222222222222222,1.0,1.0,0.0,0.13066758958023256,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9202901234567898,0.9202901234567898,0.0,0.0,1.0
best_single,math500,105,0.9428571428571428,0.9428571428571428,1.0,1.0,0.0,0.02511981618892741,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9685098835978835,0.9685098835978835,0.0,0.0,1.0
best_single,mathbench,29,0.9655172413793104,0.9655172413793104,1.0,1.0,0.0,0.0853334514834167,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0548605363984673,1.0548605363984673,0.0,0.0,1.0
best_single,mbpp,201,0.5572139303482587,0.5572139303482587,1.0,1.0,0.0,0.013281638821503641,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9951307241569927,0.9951307241569927,0.0,0.0,1.0
best_single,medqa,266,0.8007518796992481,0.8007518796992481,1.0,1.0,0.0,0.01006880401243979,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5109434001670843,1.5109434001670843,0.0,0.0,1.0
best_single,meld,242,0.5413223140495868,0.5413223140495868,1.0,1.0,0.0,0.011056322696681968,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4118651056014688,1.4118651056014688,0.0,0.0,1.0
best_single,mmlupro,188,0.675531914893617,0.675531914893617,1.0,1.0,0.0,0.014187020498156941,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4535339479905434,1.4535339479905434,0.0,0.0,1.0
best_single,winogrande,239,0.8619246861924686,0.8619246861924686,1.0,1.0,0.0,0.011193551523195603,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9395147373314736,0.9395147373314736,0.0,0.0,1.0
cheapest_single,aime,11,0.18181818181818182,0.9090909090909091,0.2,-0.054819628165276635,0.7272727272727273,0.885305871149461,0.2727272727272727,0.11469412885053903,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.0,1.1733656565656565,1.2896692929292926,0.09018097662810098,0.09018097662810098,0.0
cheapest_single,arcc,259,0.9073359073359073,0.9420849420849421,0.9631147540983606,0.9339169454325958,0.05405405405405406,0.0821135043291121,0.9459459459459459,0.9178864956708879,1.0,1.0,0.9631147540983606,0.9631147540983606,1.0,0.9631147540983606,0.9339169454325958,1.0,0.8409180180180181,0.9002306306306305,0.06588601919828319,0.06588601919828319,0.0
cheapest_single,bbh,203,0.6305418719211823,0.8423645320197044,0.7485380116959065,0.6690847767091729,0.2955665024630542,0.35065448391962123,0.7044334975369458,0.6493455160803788,1.0,1.0,0.7485380116959065,0.7485380116959065,1.0,0.7485380116959065,0.6690847767091729,1.0,1.988547509578544,2.2468586754241926,0.1149654709800032,0.1149654709800032,0.0
cheapest_single,emorynlp,152,0.2894736842105263,0.29605263157894735,0.9777777777777779,0.7671276445923639,0.1118421052631579,0.1608589769262429,0.8881578947368421,0.8391410230737572,1.0,1.0,0.9777777777777779,0.9777777777777779,1.0,0.9777777777777779,0.7671276445923639,1.0,1.6463285087719297,1.8437114912280699,0.10705741293865134,0.10705741293865134,0.0
