setup,router_active,selected_threshold,diagnostic_threshold,validation_total_loss,best_epoch,epochs_completed,dataset_balanced_sampling,training_minutes,calibrated_brier,calibrated_ece,safe_roc_auc,unsafe_average_precision,quality_retention_lcb,macro_quality_retention_lcb,quality_loss_rate_ucl,routed_safety_precision_lcb,guarded_dataset_retention_lcb,safe_opportunity_recall,routed_fraction,nominal_resource_savings,conservative_resource_savings,feasible_block_size,gate_pass_count,failure_reasons,selected_for_test
hybrid_r4,True,0.91,0.91,0.5622682659202568,3,5,False,30.678897934583336,0.15102565553466865,0.02435885845934616,0.739196396084207,0.5178094265665225,0.9965020429711051,0.9880548116154435,0.010263380894254421,0.9020331851256098,0.9378094669827468,0.12658823529411764,0.10306704707560628,0.010536147575022414,0.002342721679022608,2,7,,True
safety_only_r4,False,,0.9,0.29213840171120814,3,5,False,29.85648823856666,0.15098871480990253,0.02155248752759292,0.7401618296803258,0.5213659898512301,0.9914666286598349,0.9860814199096709,0.017238514125024088,0.8872326370853342,0.9171169796254549,0.1816470588235294,0.1508559201141227,0.016463609559671744,0.00827018366367216,0,6,"No validation threshold met every configured aggregate, subgroup, harm, routed-precision, and conservative-overhead gate.",False
hybrid_r4_dataset_balanced,False,,0.875,0.6262996757931784,1,3,True,19.424931690349997,0.15973388552207948,0.021486257068738482,0.7153273845620722,0.4445823457482053,0.996904813478735,0.9870978276692521,0.019646138740112812,0.8856736705724565,0.9019650691991409,0.20376470588235293,0.16975748930099857,0.013061563073796245,0.00486813717779655,0,6,"No validation threshold met every configured aggregate, subgroup, harm, routed-precision, and conservative-overhead gate.",False
