candidate,validation_examples,safe_prevalence,constant_brier,raw_brier,calibrated_brier,raw_brier_skill,calibrated_brier_skill,raw_ece,calibrated_ece,safe_roc_auc,safe_average_precision,unsafe_average_precision
Qwen2.5-1.5B,1685,0.8213649851632048,0.14672454631105317,0.22968994260493866,0.14453451796839406,-0.5654500107841567,0.014926121073268073,0.22270921649140485,0.029956480338948436,0.5666180170145757,0.8681741333233861,0.22290892665039375
Qwen2.5-3B,1685,0.8706231454005935,0.11263848409337053,0.18810778553420007,0.11149993620866744,-0.6700134687383579,0.01010798302078808,0.23110456583407935,0.004136620572483494,0.5565295835600332,0.9082878670920218,0.13689169746886415
