epoch,train_total_loss,train_safety_loss,train_oracle_auxiliary_loss,validation_total_loss,validation_safety_loss,validation_oracle_auxiliary_loss,skipped_optimizer_steps,encoder_learning_rate,head_learning_rate
1,0.5721153612921253,0.2984649390656534,1.0946016921103001,0.5874158569987592,0.30823311343597787,1.116730969935953,2,9.848139414859441e-05,0.00019696278829718883
2,0.5285612852265644,0.27683466712250554,1.0069064731723476,0.5686692280665614,0.29659601363662985,1.0882928568481889,2,8.948490283370592e-05,0.00017896980566741184
3,0.5101763384915247,0.26765492975181215,0.970085636968075,0.5620300439046895,0.29421821381158053,1.0712473183530205,3,7.385362940050762e-05,0.00014770725880101525
4,0.49170414592285894,0.2583512023524644,0.9334117756452334,0.5814350081365901,0.30878729888699025,1.0905908392516421,3,5.4191708780878515e-05,0.00010838341756175703
5,0.4662775639681151,0.2457385521950283,0.8821560446975493,0.5790384989152111,0.30542210622367777,1.0944655720840677,4,3.3842168280836334e-05,6.768433656167267e-05
