candidate,validation_examples,safe_prevalence,constant_brier,raw_brier,calibrated_brier,raw_brier_skill,calibrated_brier_skill,raw_ece,calibrated_ece,safe_roc_auc,safe_average_precision,unsafe_average_precision
Fin-R1,2798,0.7655468191565404,0.1794848868358436,0.20402833509453466,0.15033389827189034,-0.13674381554553072,0.16241472514961486,0.21135698580279616,0.015481961069573972,0.7271633246794653,0.875514405596803,0.5066715303138066
