setup,router_active,selected_threshold,diagnostic_threshold,validation_total_loss,best_epoch,epochs_completed,dataset_balanced_sampling,training_minutes,calibrated_brier,calibrated_ece,safe_roc_auc,unsafe_average_precision,quality_retention_lcb,macro_quality_retention_lcb,quality_loss_rate_ucl,routed_safety_precision_lcb,guarded_dataset_retention_lcb,safe_opportunity_recall,routed_fraction,nominal_resource_savings,conservative_resource_savings,feasible_block_size,gate_pass_count,failure_reasons,selected_for_test
hybrid_r4,False,,0.93,0.5474912960926408,1,3,False,20.685980728833332,0.15033389827189034,0.015481961069573972,0.7271633246794653,0.5066715303138066,0.991618351830062,0.9944741992666203,0.007726307476456298,0.865295121952927,0.9419226867467956,0.06629318394024276,0.05575411007862759,0.004356202694841493,-0.00400969659453887,0,5,"No validation threshold met every configured aggregate, subgroup, harm, routed-precision, and conservative-overhead gate.",False
safety_only_r4,False,,0.935,0.2881686480834367,1,3,False,20.033501856066664,0.15028014821957342,0.023385414349086996,0.7286813099223429,0.5060180442724315,0.9914259565236242,0.9936414397851356,0.00729182550294347,0.8652393181723057,0.9416016292648867,0.06255835667600373,0.05253752680486062,0.004074430406335483,-0.00429146888304488,0,5,"No validation threshold met every configured aggregate, subgroup, harm, routed-precision, and conservative-overhead gate.",False
hybrid_r4_dataset_balanced,False,,0.915,0.5957294550855472,1,3,True,19.287667747849998,0.15333574718014548,0.03162602507233021,0.7233342015668056,0.4917030882423578,0.9920815357093755,0.9945904372439867,0.012372317845942359,0.860006147572767,0.9038576472480132,0.10130718954248366,0.0864903502501787,0.00998356810655232,0.0016176688171719578,0,6,"No validation threshold met every configured aggregate, subgroup, harm, routed-precision, and conservative-overhead gate.",True
