candidate,validation_examples,safe_prevalence,constant_brier,raw_brier,calibrated_brier,raw_brier_skill,calibrated_brier_skill,raw_ece,calibrated_ece,safe_roc_auc,safe_average_precision,unsafe_average_precision
Qwen2.5-1.5B,1685,0.8213649851632048,0.14672454631105317,0.20976318050391748,0.1424859314293584,-0.42963931923990173,0.028888246638084647,0.1874851996360971,0.009344096530438854,0.6291348203483571,0.8937320403319284,0.24142067857878252
Qwen2.5-3B,1685,0.8706231454005935,0.11263848409337053,0.1567602018718434,0.11097641236950245,-0.3917108627092194,0.01475580692732259,0.15321332021707598,0.005289131986635042,0.5670672220033395,0.9099842060471217,0.14008335115800052
