candidate,validation_examples,safe_prevalence,constant_brier,raw_brier,calibrated_brier,raw_brier_skill,calibrated_brier_skill,raw_ece,calibrated_ece,safe_roc_auc,safe_average_precision,unsafe_average_precision
Qwen2.5-1.5B,1685,0.8213649851632048,0.14672454631105317,0.2282167884050975,0.14434690338381612,-0.5554097398350946,0.016204806809874128,0.22362686614961932,0.029757308570850523,0.5742263265031782,0.8723596380589889,0.2210385840858388
Qwen2.5-3B,1685,0.8706231454005935,0.11263848409337053,0.19250207670583167,0.11138014431015822,-0.7090258116955748,0.01117149075061441,0.24232854719331776,0.002096575657762427,0.5681788334177595,0.9095470915806936,0.14048457267678915
