candidate,validation_examples,safe_prevalence,constant_brier,raw_brier,calibrated_brier,raw_brier_skill,calibrated_brier_skill,raw_ece,calibrated_ece,safe_roc_auc,safe_average_precision,unsafe_average_precision
Fin-R1,2804,0.7578459343794579,0.18351547412398428,0.1780965506524891,0.15102565553466865,0.02952842803781286,0.17704130261715856,0.13254101394799228,0.02435885845934616,0.739196396084207,0.8820206423612237,0.5178094265665225
